objectid,Station ID,Station Name,Station ID DOMO,Has Kiosk,Dock Count,Station Latitude,Station Longitude,Region_ID,shape,supervisor_district,analysis_neighborhood,data_loaded_at,data_as_of
396,466,5th Ave at Anza St,SF-H12,true,21,37.77948761,-122.46314183,3,POINT (-122.463141829 37.779487609),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
400,485,Funston Ave at Fulton St,SF-J10,true,27,37.77326318,-122.47123003,3,POINT (-122.47123003 37.773263176),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
412,490,9th Ave at Geary Blvd,SF-G11,true,27,37.78184072,-122.46763587,3,POINT (-122.46763587 37.781840716),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
445,506,7th Ave at Clement St,SF-G12,true,24,37.78243852,-122.46537745,3,POINT (-122.46537745 37.78243852),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
333,387,Randall St at Chenery St,SF-U21,true,19,37.73981272,-122.42552251,3,POINT (-122.425522506 37.739812717),8,Glen Park,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
451,529,Arlington St at Roanoke St,SF-W19-2,true,19,37.734966,-122.429772,3,POINT (-122.429772 37.734966),8,Glen Park,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
1,17,Embarcadero BART Station (Beale St at Market St),SF-E29-3,true,29,37.792251,-122.397086,3,POINT (-122.397086 37.792251),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
3,28,The Embarcadero at Bryant St,SF-G30-2,true,19,37.787332,-122.3881105,3,POINT (-122.3881105 37.787332),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
5,21,Montgomery St BART Station (Market St at 2nd St),SF-F28-2,true,39,37.7896254,-122.400811,3,POINT (-122.400811 37.7896254),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
7,22,Howard St at Beale St,SF-F29,true,31,37.79029644,-122.39387512,3,POINT (-122.393875122 37.79029644),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
8,36,Folsom St at 3rd St,SF-H28,true,31,37.78383,-122.39887,3,POINT (-122.39887 37.78383),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
11,27,Beale St at Harrison St,SF-G30-1,true,23,37.787963,-122.3918085,3,POINT (-122.3918085 37.787963),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
16,3,Powell St BART Station (Market St at 4th St),SF-G27,true,35,37.78637527,-122.40490437,3,POINT (-122.404904366 37.786375269),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
18,25,Howard St at 2nd St,SF-G28-1,true,18,37.78646613,-122.39871608,3,POINT (-122.39871608 37.786466134),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
25,37,2nd St at Folsom St,SF-H29,true,37,37.785452910000004,-122.39651173,3,POINT (-122.396511734 37.785452906),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
32,24,Spear St at Folsom St,SF-F30-2,true,19,37.7896767,-122.3904285,3,POINT (-122.3904285 37.7896767),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
33,38,The Embarcadero at Pier 38,SF-H30,true,26,37.78292609,-122.38792062,3,POINT (-122.387920618 37.782926087),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
34,23,The Embarcadero at Steuart St,SF-F30-1,true,23,37.7914015,-122.391038,3,POINT (-122.391038 37.7914015),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
35,26,1st St at Folsom St,SF-G29-2,true,19,37.78729,-122.39438,3,POINT (-122.39438 37.78729),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
63,49,S Park St at 3rd St,SF-I29-2,true,30,37.7807601,-122.3949894,3,POINT (-122.3949894 37.7807601),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
240,284,Yerba Buena Center for the Arts (Howard St at 3rd St),SF-H27-1,true,19,37.78487208,-122.40087569,3,POINT (-122.400875688 37.784872084),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
315,363,Salesforce Transit Center (Natoma St at 2nd St),SF-G29-1,true,35,37.7874921,-122.39828467,3,POINT (-122.398284674 37.787492104),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
327,343,Bryant St at 2nd St,SF I29-1,true,27,37.78317199,-122.39357203,3,POINT (-122.393572032 37.783171989),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
348,445,Natoma St at New Montgomery St,SF-G28-2,true,21,37.7864555,-122.399749,3,POINT (-122.399749 37.7864555),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
423,467,Brannan St at Colin P Kelly Jr St,SF-I30-2,true,35,37.78238579,-122.39134312,3,POINT (-122.391343117 37.782385788),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
446,527,Tehama St at 1st St,SF-G29-3,true,39,37.788032,-122.395626,3,POINT (-122.395626 37.788032),6,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
2,19,Post St at Kearny St,SF-F27,true,35,37.788975,-122.403452,3,POINT (-122.403452 37.788975),3,Financial District/South Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
